20240329,东城,东单,101122604982,商务部 台基厂管理好 南北通透 2居 低楼层 前后不临街,728万,125821元/平,底层 (共6层) 2室1厅 | 57.86平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_nkjggD4A4_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240329,东城,东单,101120464100,北京市东城区示范社区东华门大街小区,728万,128396元/平,中楼层 (共6层) 2室1厅 | 56.7平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/265e213a-f2c6-4466-ab83-f128881057a1_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240329,东城,东单,101118827994,东华门大街  南北向  2居  高楼层  视野开阔  无遮挡房主自荐,736万,121293元/平,顶层 (共6层) | 1988年 | 2室1厅 | 60.68平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/d7260bcc-4b00-4807-ad57-9c1118bf8292_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240329,东城,东单,101112747292,此房是3层复式+顶层景观天台+南北通透+地段配套齐全,2560万,82049元/平,高楼层 (共12层) 5室1厅 | 312.01平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_wV3ejuPLT.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240329,东城,东单,101108729565,东单 煤渣胡同小区 高层东南大一居 随时签约房主自荐,815万,151347元/平,高楼层 (共9层) 1室1厅 | 53.85平米 | 东南,https://ke-image.ljcdn.com/110000-inspection/test-caf31918-8b37-4e71-9ed0-1d2ef457f2db.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20240329,东城,东单,101123639620,东华门大街满五年唯一 小户型一居室 封闭式小区有物业,520万,131380元/平,中楼层 (共6层) 1室1厅 | 39.58平米 | 东,https://ke-image.ljcdn.com/110000-inspection/344e8a69-8b98-44f7-8466-f34c8154e046_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240329,东城,东单,101123548431,煤渣胡同小区  东单 电梯一居室新上,620万,139295元/平,高楼层 (共9层) 1室1厅 | 44.51平米 | 东南,https://ke-image.ljcdn.com/110000-inspection/acf05954-063f-4418-9c1c-fedb8775354a_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240329,东城,东单,101123433924,煤渣胡同 协和医院 步行街 地铁8号线 带电梯 小三居,880万,120797元/平,顶层 (共9层) 3室1厅 | 72.85平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_RjmZ6wHnd.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240329,东城,东单,101122550945,东华门大街 全南一居室 中间楼层 户型方正,505万,127590元/平,高楼层 (共6层) 1室1厅 | 39.58平米 | 南,https://ke-image.ljcdn.com/110000-inspection/20489a7d-47dc-469b-99e5-931efc85beff_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240329,东城,东单,101122243788,普渡寺前巷 四合楼精装修 有燃气 满五年可贷款 随时看,1150万,150288元/平,底层 (共1层) 2室1厅 | 76.52平米 | 北,https://ke-image.ljcdn.com/110000-inspection/pc1_qc4WjK1ir.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240329,东城,东单,101122031159,房子满五年 东西通透 明厨明卫 楼层高 视野好 采光棒房主自荐,749万,124213元/平,顶层 (共6层) 2室1厅 | 60.3平米 | 东 西,https://ke-image.ljcdn.com/110000-inspection/c969841e-912f-43d2-a84c-248f88f21e16_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240329,东城,东单,101121912790,普渡寺西巷 小户型 精装修 东西通透 复式结构 一居,808万,162445元/平,底层 (共1层) 1室1厅 | 49.74平米 | 东 西,https://ke-image.ljcdn.com/110000-inspection/33209494-8222-4a27-9f4f-ec7e9db76080_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240329,东城,东单,101121635733,普渡寺西巷 精装修东西通透复式二居 地铁1号线天安门,1330万,151862元/平,底层 (共1层) 2室1厅 | 87.58平米 | 东 西,https://ke-image.ljcdn.com/110000-inspection/eab6f0ec-9856-4073-8f30-1cbf4f5c071e_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240329,东城,东单,101118801015,丹耀大厦  东南向  5居  不临街  落地窗房主自荐,4240万,89473元/平,中楼层 (共12层) 5室2厅 | 473.89平米 | 东 南,https://ke-image.ljcdn.com/110000-inspection/134768ba-f8a3-442c-826b-1de7dc27e9fb_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240329,东城,东单,101118084111,普渡寺后巷 东西向复式 四合院建筑 天安门东一号线,1460万,164138元/平,底层 (共2层) 3室2厅 | 88.95平米 | 东 西,https://ke-image.ljcdn.com/110000-inspection/76ecaed1-df4a-408a-a6ab-99da4eeb9209_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240329,东城,东单,101114333369,普渡寺小区 公园旁边 出行方便 诚心出售,850万,167323元/平,底层 (共2层) 1室1厅 | 50.8平米 | 北,https://ke-image.ljcdn.com/110000-inspection/pc1_OByTKpuNl_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240329,东城,东单,101102567054,普渡寺 南北通透小户型复式 四合院故宫东门一号线地铁房主自荐,910万,138425元/平,底层 (共2层) 2室1厅 | 65.74平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/523e6a6e-11e7-4644-8aad-d1070832a938_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240329,东城,东单,101123573443,煤渣胡同 3室1厅 东 南 西新上,1305万,109988元/平,顶层 (共9层) 3室1厅 | 118.65平米 | 东 南 西,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=20240306121103
20240329,东城,东单,101123573438,煤渣胡同 1室1厅 西新上,580万,124357元/平,顶层 (共9层) 1室1厅 | 46.64平米 | 西,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=20240306121103
20240329,东城,东单,101122979644,商务部家属院 南北通透 全明格局 中间层 两居室,720万,139346元/平,中楼层 (共5层) 2室1厅 | 51.67平米 | 南 北,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=20240306121103
