20240814,西城,地安门,101125898135,鼓楼东大街 私产平房 手续齐全 随时交易 安交新上,240万,170213元/平,底层 (共1层) 1室0厅 | 14.1平米 | 西,https://ke-image.ljcdn.com/110000-inspection/be9c4157-0df3-4cd9-b3d9-736edf03df3f_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240814,西城,地安门,101125792850,什刹海 后海周边 看房方便 优质好房,200万,349041元/平,底层 (共1层) 1室0厅 | 5.73平米 | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_hKfQ64WzQ.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240814,西城,地安门,101125707014,寿比胡同平房一间业主诚意出售,255万,209017元/平,底层 (共1层) 1室0厅 | 12.2平米 | 东,https://ke-image.ljcdn.com/110000-inspection/e0c54a5d-31ed-4a45-82a6-9dca05aa2d4e_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240814,西城,地安门,101125508619,小经厂胡同 1室1厅 南,228万,285000元/平,底层 (共1层) 1室1厅 | 8平米 | 南,https://ke-image.ljcdn.com/110000-inspection/5f120ab7-afac-45f3-be0f-efe375282c19_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240814,西城,地安门,101124677162,二环内 安交板块 京香福苑 三居室 商品房 有车位,1515万,120058元/平,低楼层 (共6层) 3室2厅 | 126.19平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/ba7b637d-d77c-412c-9036-0a2636ed31df_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240814,西城,地安门,101124671239,小经厂胡同 1室0厅 南 北,251万,140224元/平,底层 (共1层) 1室0厅 | 17.9平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/b1fbcc18-855b-4dad-afa6-54b40ffec1f7_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240814,西城,地安门,101124669827,小经厂胡同 1室0厅 南,287万,120589元/平,底层 (共1层) 1室0厅 | 23.8平米 | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_v9OWwtn9j_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240814,西城,地安门,101124554635,东城安交 东棉花胡同 东西三居 户型无浪费采光充足,950万,121313元/平,中楼层 (共5层) 2室1厅 | 78.31平米 | 东 西,https://ke-image.ljcdn.com/110000-inspection/b81e7f5e-a467-44f0-afef-5f1977f06909_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240814,西城,地安门,101124443258,安交区域京香福苑南北通透3室2卫带车位,1460万,116326元/平,中楼层 (共10层) 3室2厅 | 125.51平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/727be71d-f7dc-4c1b-8923-906816efc8f9_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240814,西城,地安门,101124408432,秦老胡同安定门、交道口、安交,269万,213493元/平,底层 (共1层) 1室0厅 | 12.6平米 | 东 西,https://ke-image.ljcdn.com/110000-inspection/11ea2e1e-38bd-429b-bd14-0026425ff79f_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240814,西城,地安门,101124287184,大经厂胡同 一间平房 手续齐全 安交,298万,222389元/平,底层 (共1层) 1室0厅 | 13.4平米 | 南,https://ke-image.ljcdn.com/110000-inspection/5881f473-4161-4734-9650-4eba67702701_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240814,西城,地安门,101124207746,汤公胡同 安交 平房 随时可交易 诚意出售,225万,303235元/平,底层 (共1层) 1室0厅 | 7.42平米 | 西,https://ke-image.ljcdn.com/110000-inspection/0d33ce9c-8d64-4363-96a1-0e05482d0eab_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
