降价房源: 475万📉450万 https://bj.ke.com/ershoufang/101121266942.html 20240306,丰台,十里河,101121266942,建工家园  户型方正2居室  精装修 落地窗必看好房,450万,48113元/平,中楼层 (共23层) 2室1厅 | 93.53平米 | 东北,https://ke-image.ljcdn.com/110000-inspection/5fb6dc1e-a2b2-45c4-88a6-9a2d84af0af3_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 255万📉248万 https://bj.ke.com/ershoufang/101122403410.html 20240306,昌平,鼓楼大街,101122403410,公园六号 2013年电梯房 满五年唯一,248万,38594元/平,中楼层 (共28层) | 2013年 | 2室1厅 | 64.26平米 | 西南,https://ke-image.ljcdn.com/110000-inspection/pc1_K2ImqkOo4.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 200万📉199万 https://bj.ke.com/ershoufang/101123080377.html 20240306,昌平,鼓楼大街,101123080377,南环里小区优质房源业主诚意出售预约可看新上,199万,42898元/平,高楼层 (共6层) 2室1厅 | 46.39平米 | 南 北 东,https://ke-image.ljcdn.com/110000-inspection/a6c5d28e-fbf2-4abd-b7d2-1f71d5f54039_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 234万📉229万 https://bj.ke.com/ershoufang/101122824270.html 20240306,昌平,鼓楼大街,101122824270,煤市口胡同 2室1厅 东 西房主自荐,229万,30120元/平,低楼层 (共6层) 2室1厅 | 76.03平米 | 东 西,https://ke-image.ljcdn.com/110000-inspection/03711f8a-6b2c-4ad7-8523-7f6ae6b0f2a5_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 180万📉179万 https://bj.ke.com/ershoufang/101122176380.html 20240306,昌平,鼓楼大街,101122176380,永安里小区 1室1厅 南 北,179万,40608元/平,中楼层 (共6层) 1室1厅 | 44.08平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/082727ca-fbcf-4a62-9f31-9ded0281291b_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 378万📉376万 https://bj.ke.com/ershoufang/101119686258.html 20240306,昌平,鼓楼大街,101119686258,新悦家园 3室1厅 南 北,376万,35332元/平,低楼层 (共28层) | 2013年 | 3室1厅 | 106.42平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/31497398-446c-481d-bc13-03b4879a4e5c_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 306万📉305万 https://bj.ke.com/ershoufang/101117502100.html 20240306,昌平,鼓楼大街,101117502100,新悦家园 2室1厅 西南,305万,34167元/平,底层 (共28层) 2室1厅 | 89.27平米 | 西南,https://ke-image.ljcdn.com/110000-inspection/af904c9c-aeea-4471-8bff-86ed5c6611b7_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 209万📉208万 https://bj.ke.com/ershoufang/101123209358.html 20240306,昌平,鼓楼大街,101123209358,永安里小区 2室1厅 南新上,208万,34004元/平,顶层 (共6层) 2室1厅 | 61.17平米 | 南,https://ke-image.ljcdn.com/110000-inspection/547e0ed4-0234-440d-b9b2-f8204460530c_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 203万📉198万 https://bj.ke.com/ershoufang/101122714483.html 20240306,昌平,鼓楼大街,101122714483,昌平宽街 2室1厅 南,198万,31595元/平,低楼层 (共6层) | 1997年 | 2室1厅 | 62.67平米 | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_EUTRIv9uD.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 179万📉169万 https://bj.ke.com/ershoufang/101122183102.html 20240306,昌平,鼓楼大街,101122183102,总监推荐 北环路 南北通透 两居室  户型方正房主自荐,169万,27953元/平,顶层 (共6层) | 1994年 | 2室1厅 | 60.46平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/d02c1a9b-c219-4f6b-a4fe-3f614a6528e1_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 500万📉496万 https://bj.ke.com/ershoufang/101119770044.html 20240306,昌平,鼓楼大街,101119770044,邑上苑 两层 4居 得房高  采光视野好,496万,60415元/平,顶层 (共9层) 4室2厅 | 82.1平米 | 南,https://ke-image.ljcdn.com/110000-inspection/a527f8b6-367c-4a6e-b6a6-bd9470bc9911_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 303万📉300万 https://bj.ke.com/ershoufang/101121311852.html 20240306,门头沟,大峪,101121311852,西山雅园南朝向两居室采光好必看好房,300万,37125元/平,高楼层 (共28层) | 2016年 | 2室1厅 | 80.81平米 | 西南,https://ke-image.ljcdn.com/110000-inspection/6967867c-ccd6-4122-a5e6-732976978e74_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 190万📉188万 https://bj.ke.com/ershoufang/101122577308.html 20240306,门头沟,大峪,101122577308,黑山东街满五唯一商品房采光无遮挡,188万,26409元/平,高楼层 (共6层) | 1980年 | 3室1厅 | 71.19平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/ed2c798e-c814-4d9b-9f8d-715ed75e674d_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 143万📉138万 https://bj.ke.com/ershoufang/101120801905.html 20240306,门头沟,大峪,101120801905,黑山东街精装修正规一居室业主诚心出售,138万,33158元/平,中楼层 (共7层) 1室1厅 | 41.62平米 | 西,https://ke-image.ljcdn.com/110000-inspection/pc1_pGJsxPS9W.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 480万📉460万 https://bj.ke.com/ershoufang/101121989653.html 20240306,西城,太平桥,101121989653,西城区 南北通透 闹中取静 临地铁7号线和莲花池公园,460万,79668元/平,高楼层 (共6层) | 1991年 | 2室1厅 | 57.74平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_omGkzrDBZ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 698万📉680万 https://bj.ke.com/ershoufang/101120266396.html 20240306,西城,太平桥,101120266396,首科花园 高层采光视野好 正对院内花园 满五唯一,680万,69001元/平,高楼层 (共24层) | 2003年 | 2室1厅 | 98.55平米 | 西,https://ke-image.ljcdn.com/110000-inspection/pc1_rJeFJfRlH.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 950万📉920万 https://bj.ke.com/ershoufang/101118895019.html 20240306,西城,太平桥,101118895019,三环内 华源二里 3室2厅2卫 自来水家属楼 满五唯一,920万,72493元/平,低楼层 (共25层) 3室2厅 | 126.91平米 | 东南 北,https://ke-image.ljcdn.com/110000-inspection/e684ba13-ead7-4255-bed5-0fe6021f1198_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 445万📉408万 https://bj.ke.com/ershoufang/101118673193.html 20240306,西城,太平桥,101118673193,太平桥东里满五唯一南北通透,408万,61875元/平,高楼层 (共6层) 2室1厅 | 65.94平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_Td3SJnKMn.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 343万📉337万 https://bj.ke.com/ershoufang/101121000333.html 20240306,房山,长阳,101121000333,首开熙悦山澜庭  全南  有装修  诚心出售必看好房,337万,39615元/平,高楼层 (共21层) | 2014年 | 2室1厅 | 85.07平米 | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_y8MBZFimk.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 169万📉165万 https://bj.ke.com/ershoufang/101122594977.html 20240306,房山,长阳,101122594977,国际花园2号院一居室南北通透必看好房,165万,33993元/平,底层 (共18层) | 2014年 | 1室1厅 | 48.54平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/eee83dd3-06d0-4a37-869f-aaeaf13eb32c_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 479万📉473万 https://bj.ke.com/ershoufang/101120863165.html 20240306,房山,长阳,101120863165,长阳半岛怡和南路8号院 满五年唯一 次新房没住过必看好房,473万,46205元/平,中楼层 (共11层) | 2016年 | 3室1厅 | 102.37平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_lMolsn7in_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 385万📉368万 https://bj.ke.com/ershoufang/101123150772.html 20240306,房山,长阳,101123150772,长阳半岛祥云街2号院 诚心出售 看房方便新上,368万,41564元/平,高楼层 (共28层) 2室1厅 | 88.54平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_v7F2f9jvY_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 405万📉402万 https://bj.ke.com/ershoufang/101123121369.html 20240306,房山,长阳,101123121369,金地朗悦悦园 3室1厅 南 北新上,402万,46229元/平,低楼层 (共7层) | 2014年 | 3室1厅 | 86.96平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_feS99a3by.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 186万📉174万 https://bj.ke.com/ershoufang/101123091790.html 20240306,房山,长阳,101123091790,康泽佳苑南区此房满五唯一 格局方正南向两居室 采光好新上,174万,32009元/平,高楼层 (共28层) | 2014年 | 2室1厅 | 54.36平米 | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_bDWVv3gfq.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 175万📉172万 https://bj.ke.com/ershoufang/101123075773.html 20240306,房山,长阳,101123075773,康泽佳苑南区 2室1厅 南新上,172万,30836元/平,中楼层 (共22层) | 2014年 | 2室1厅 | 55.78平米 | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_NjmuqTZBN.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 438万📉420万 https://bj.ke.com/ershoufang/101122658301.html 20240306,房山,长阳,101122658301,长阳半岛4号院 全明格局 位置好 三个卧室都宽敞,420万,41290元/平,低楼层 (共17层) | 2012年 | 3室2厅 | 101.72平米 | 南 西 北,https://ke-image.ljcdn.com/110000-inspection/pc1_BqaxITK3E_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 235万📉219万 https://bj.ke.com/ershoufang/101122646532.html 20240306,房山,长阳,101122646532,碧桂园小区C区保持的很好采光无遮挡,219万,23779元/平,顶层 (共11层) | 2007年 | 2室1厅 | 92.1平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_KhDQLc4Dj.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 419万📉375万 https://bj.ke.com/ershoufang/101122605908.html 20240306,房山,长阳,101122605908,翠林漫步 3室2厅 南 北,375万,30250元/平,低楼层 (共10层) 3室2厅 | 123.97平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_QKWz9IoaL.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 460万📉450万 https://bj.ke.com/ershoufang/101122520109.html 20240306,房山,长阳,101122520109,首开熙悦山熹园3号院  满五唯一  精装修,450万,43428元/平,中楼层 (共9层) 3室1厅 | 103.62平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_r2BHHk7g0_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 312万📉259万 https://bj.ke.com/ershoufang/101122347692.html 20240306,房山,长阳,101122347692,加州水郡四期 满五唯一  业主靠谱卖,259万,28387元/平,底层 (共14层) | 2011年 | 3室1厅 | 91.24平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_pzYixeo9n.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 259万📉245万 https://bj.ke.com/ershoufang/101122242849.html 20240306,房山,长阳,101122242849,加州水郡四期 位置好 楼层好 户型方正,245万,27501元/平,低楼层 (共14层) | 2011年 | 2室2厅 | 89.09平米 | 西南,https://ke-image.ljcdn.com/110000-inspection/pc1_QMkn71PPO.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 265万📉258万 https://bj.ke.com/ershoufang/101121888116.html 20240306,房山,长阳,101121888116,原香小镇一区南北全明两居 满五年唯一 不临街,258万,29236元/平,中楼层 (共10层) | 2010年 | 2室1厅 | 88.25平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_M6NXgT3im_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 233万📉227万 https://bj.ke.com/ershoufang/101121597609.html 20240306,房山,长阳,101121597609,业主诚心出售满五唯一配套设施完善交通便利房主自荐,227万,26132元/平,高楼层 (共11层) | 2010年 | 2室1厅 | 86.87平米 | 东,https://ke-image.ljcdn.com/110000-inspection/pc1_BAKIJNle3.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 340万📉300万 https://bj.ke.com/ershoufang/101121563573.html 20240306,房山,长阳,101121563573,国际花园4号院 2室1厅 南 北,300万,34860元/平,高楼层 (共18层) | 2014年 | 2室1厅 | 86.06平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_O17HQvf8q.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 305万📉292万 https://bj.ke.com/ershoufang/101121450740.html 20240306,房山,长阳,101121450740,长阳国际城二区 精装修的两居室  位置安静 出行方便,292万,36001元/平,低楼层 (共20层) 2室1厅 | 81.11平米 | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_Eh3L5u6C0.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 558万📉530万 https://bj.ke.com/ershoufang/101121374728.html 20240306,房山,长阳,101121374728,九洲溪雅苑二区南北三居满五唯一看房随时,530万,29654元/平,中楼层 (共13层) | 2009年 | 3室2厅 | 178.73平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_VnxyLXPC1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 323万📉319万 https://bj.ke.com/ershoufang/101121326748.html 20240306,房山,长阳,101121326748,绿地花都苑满五年一套南北通透三居室中高楼层,319万,31815元/平,高楼层 (共14层) | 2012年 | 3室1厅 | 100.27平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_O1DVwsLC5.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 390万📉372万 https://bj.ke.com/ershoufang/101121164495.html 20240306,房山,长阳,101121164495,此房满五唯一东边户采光好无遮挡视野好,372万,40893元/平,中楼层 (共9层) 3室1厅 | 90.97平米 | 东 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_ThSownJ8f.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 535万📉520万 https://bj.ke.com/ershoufang/101120598788.html 20240306,房山,长阳,101120598788,建邦华庭东区 好位置3居 满五唯一 南北通透 看房方便,520万,46313元/平,中楼层 (共11层) 3室1厅 | 112.28平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_XFBHm1aD3.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 419万📉376万 https://bj.ke.com/ershoufang/101119824589.html 20240306,房山,长阳,101119824589,首开熙悦山澜庭南北通透大两居室,376万,42219元/平,中楼层 (共21层) | 2014年 | 2室1厅 | 89.06平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_J8MrFZ7BE_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 417万📉415万 https://bj.ke.com/ershoufang/101119518185.html 20240306,房山,长阳,101119518185,三居室边户南北通透明厨明卫采光通风好精装修房主自荐,415万,42167元/平,中楼层 (共10层) | 2014年 | 3室1厅 | 98.42平米 | 南 北 西,https://ke-image.ljcdn.com/110000-inspection/pc1_ntAHbgDM9.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 410万📉395万 https://bj.ke.com/ershoufang/101119335916.html 20240306,房山,长阳,101119335916,《长阳地铁站满五唯一南北双通透业主诚售》,395万,44442元/平,中楼层 (共20层) 3室1厅 | 88.88平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_WNpPvTFZS.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
