降价房源: 235万📉225万 https://bj.ke.com/ershoufang/101121890453.html 20231227,丰台,十里河,101121890453,南北通透一居室 次顶层  满五年唯一,225万,43195元/平,高楼层 (共6层) 1室1厅 | 52.09平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/8b2cf4f8-43a0-431e-9f6f-c7a9f8981d04_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 223万📉218万 https://bj.ke.com/ershoufang/101121188530.html 20231227,昌平,鼓楼大街,101121188530,南环里 2室1厅 南,218万,38408元/平,低楼层 (共6层) | 1987年 | 2室1厅 | 56.76平米 | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_Fgtye3oAi.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 223万📉209万 https://bj.ke.com/ershoufang/101121052323.html 20231227,昌平,鼓楼大街,101121052323,安福苑 二层 满五唯一 精装修,209万,40023元/平,中楼层 (共5层) | 1983年 | 2室1厅 | 52.22平米 | 南,https://ke-image.ljcdn.com/110000-inspection/4ffe2cae-5b8b-4bf1-9e10-f62c61b9693e_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 280万📉265万 https://bj.ke.com/ershoufang/101119559135.html 20231227,昌平,鼓楼大街,101119559135,北城根小区 两居带客厅 99年楼龄 着急出售,265万,30128元/平,高楼层 (共6层) | 1999年 | 2室1厅 | 87.96平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/f69f102e-fb8c-461c-b6e2-502990eb2b2c_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 198万📉195万 https://bj.ke.com/ershoufang/101114289185.html 20231227,昌平,鼓楼大街,101114289185,石坊院  二层   全南向 满五年唯一 精装修,195万,47079元/平,低楼层 (共6层) | 1989年 | 1室1厅 | 41.42平米 | 南,https://ke-image.ljcdn.com/110000-inspection/12208310-f7b8-467c-b89b-080b91277a12_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 350万📉345万 https://bj.ke.com/ershoufang/101121600899.html 20231227,昌平,鼓楼大街,101121600899,新新公寓 2室1厅 南,345万,42943元/平,底层 (共23层) 2室1厅 | 80.34平米 | 南,https://ke-image.ljcdn.com/110000-inspection/00a6d1be-9440-4646-83c6-30feb55d643d_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 189万📉185万 https://bj.ke.com/ershoufang/101121480633.html 20231227,门头沟,大峪,101121480633,新桥路小区 2室1厅 南 北必看好房,185万,27883元/平,中楼层 (共6层) 2室1厅 | 66.35平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/ed0b40a9-c499-4fba-80a6-ca0c7bd9328c_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 166万📉159万 https://bj.ke.com/ershoufang/101121278509.html 20231227,门头沟,大峪,101121278509,新桥路小区 2室1厅 南 北,159万,32070元/平,顶层 (共6层) | 1993年 | 2室1厅 | 49.58平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/80b9e4f9-4c84-4080-a5e3-df7b05ecf4b4_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 202万📉200万 https://bj.ke.com/ershoufang/101120875749.html 20231227,门头沟,大峪,101120875749,坡头南街 2室1厅 南 北,200万,30855元/平,中楼层 (共6层) | 1993年 | 2室1厅 | 64.82平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_Y04o2g6O2_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 203万📉196万 https://bj.ke.com/ershoufang/101122314078.html 20231227,门头沟,大峪,101122314078,低楼层两居室 户型好 南北通透配套齐全,196万,31588元/平,底层 (共6层) | 1992年 | 2室1厅 | 62.05平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_pScMFmfsb.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 900万📉830万 https://bj.ke.com/ershoufang/101122107414.html 20231227,门头沟,大峪,101122107414,西山艺境3号院 5室2厅 南 北,830万,48284元/平,顶层 (共8层) | 2015年 | 5室2厅 | 171.9平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_vyTZVloSd.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 168万📉148万 https://bj.ke.com/ershoufang/101121873452.html 20231227,门头沟,大峪,101121873452,惠民家园一区 板楼南向一居室 采光好,148万,30161元/平,高楼层 (共6层) | 2009年 | 1室0厅 | 49.07平米 | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_SX69Wi6pQ.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 779万📉776万 https://bj.ke.com/ershoufang/101120427207.html 20231227,西城,太平桥,101120427207,首科花园 2室一厅精装修 两个明卫 采光通风好房主自荐,776万,82013元/平,低楼层 (共23层) | 2006年 | 2室1厅 | 94.62平米 | 南 西 北,https://ke-image.ljcdn.com/110000-inspection/pc1_Xk49173O7.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 888万📉838万 https://bj.ke.com/ershoufang/101119853704.html 20231227,西城,太平桥,101119853704,《店长推荐》首科花园 西南三居 丽泽商务区 业主诚售,838万,72908元/平,中楼层 (共24层) | 2005年 | 3室2厅 | 114.94平米 | 西南,https://ke-image.ljcdn.com/110000-inspection/pc1_BEHj9vDAN.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
