降价房源: 520万📉485万 https://bj.ke.com/ershoufang/101120685484.html 20231128,丰台,十里河,101120685484,大羊坊路79号 南北通透 五居室,485万,41446元/平,顶层 (共6层) | 1998年 | 4室1厅 | 117.02平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_fTGCdZspT.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 386万📉378万 https://bj.ke.com/ershoufang/101121584692.html 20231128,昌平,鼓楼大街,101121584692,金隅万科城一期业主自住精装修拎包入住南北通透山景房房主自荐,378万,41589元/平,高楼层 (共22层) | 2009年 | 2室2厅 | 90.89平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/d3c3bbcd-8428-47b1-b113-b688da0a5fd7_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 170万📉160万 https://bj.ke.com/ershoufang/101109037126.html 20231128,昌平,鼓楼大街,101109037126,南环里泽杰丽景+电梯房+业主诚心出售,160万,45951元/平,高楼层 (共11层) | 2004年 | 1室0厅 | 34.82平米 | 东,https://ke-image.ljcdn.com/110000-inspection/f350dbe1-a19a-4939-bc13-48b0628f1b5d_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 890万📉850万 https://bj.ke.com/ershoufang/101120630160.html 20231128,门头沟,大峪,101120630160,西山艺境华墅毛坯集中供暖人车分流园林景观,850万,37540元/平,中楼层 (共5层) 4室2厅 | 226.43平米 | 南 西 北,https://ke-image.ljcdn.com/110000-inspection/6b325141-5787-45d6-8b1a-5291702b4fd4_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 215万📉210万 https://bj.ke.com/ershoufang/101121959822.html 20231128,门头沟,大峪,101121959822,大峪南路 2室1厅 南 西 北,210万,30151元/平,顶层 (共18层) | 1980年 | 2室1厅 | 69.65平米 | 南 西 北,https://ke-image.ljcdn.com/110000-inspection/pc1_hwQ2bQfAt_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 248万📉243万 https://bj.ke.com/ershoufang/101121616766.html 20231128,门头沟,大峪,101121616766,满五年唯一 2000年楼龄新 南北通透 大客厅。,243万,27935元/平,底层 (共6层) | 2000年 | 2室2厅 | 86.99平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_03Qse02xo.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 1050万📉1030万 https://bj.ke.com/ershoufang/101120933485.html 20231128,门头沟,大峪,101120933485,西山艺境3号院 4室2厅 北 南房主自荐,1030万,60301元/平,顶层 (共8层) 4室2厅 | 170.81平米 | 北 南,https://ke-image.ljcdn.com/110000-inspection/2ce689e4-4422-4f19-a8ae-09319a27cfd6_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 515万📉498万 https://bj.ke.com/ershoufang/101121155904.html 20231128,西城,太平桥,101121155904,西城区湾子街地铁7号线精装修南北通透房主自荐,498万,86249元/平,高楼层 (共6层) | 1991年 | 2室1厅 | 57.74平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_Xw5canOOb.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 379万📉360万 https://bj.ke.com/ershoufang/101121393744.html 20231128,西城,太平桥,101121393744,满五唯一 精装修 全部改造完成 业主诚心出售,360万,62209元/平,中楼层 (共6层) | 1985年 | 2室1厅 | 57.87平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_nZiSyXLo2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
降价房源: 479万📉470万 https://bj.ke.com/ershoufang/101118398865.html 20231128,西城,太平桥,101118398865,太平桥西里  朝南向两居 户型方正 无浪费 生活便利,470万,75056元/平,低楼层 (共18层) | 1993年 | 2室1厅 | 62.62平米 | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_gZrVJYt4C_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
