20230427,石景山,老山,101118954784,老山西里 南北通透两居户型 满五年家庭唯一必看好房,235万,47227元/平,高楼层 (共6层) | 1982年建 | 2室1厅 | 49.76平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_JRuynzl6c.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20230427,石景山,老山,101118878922,老山东里 3室1厅 南 北必看好房,580万,59004元/平,低楼层 (共6层) | 1999年建 | 3室1厅 | 98.3平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_ggqVlMTdg.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20230427,石景山,老山,101118843044,老山东里 带外挂电梯  满五年唯一 随时可看 不临街必看好房,329万,55239元/平,中楼层 (共6层) | 1983年建 | 2室1厅 | 59.56平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_lJuBWL756.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20230427,石景山,老山,101118836108,老山西里南北通透三居室户型方正紧凑必看好房,295万,47322元/平,顶层 (共6层) | 1982年建 | 3室1厅 | 62.34平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_ZxDkHbIfI.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20230427,石景山,老山,101118365726,老山西里南北小三居2层钢混结构看房随时必看好房,332万,53818元/平,低楼层 (共6层) | 1982年建 | 3室1厅 | 61.69平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_OymRCbpY1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20230427,石景山,老山,101118762104,老山东里 2室1厅 南 北,416万,56823元/平,底层 (共6层) | 1999年建 | 2室1厅 | 73.21平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/00c3f7ac-fc70-44c9-9b9b-afa97f9d6cf2_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20230427,石景山,老山,101118510423,老山西里 1985年钢混结构 满五年 有钥匙,325万,50000元/平,高楼层 (共16层) | 1985年建 | 3室1厅 | 65平米 | 东北,https://ke-image.ljcdn.com/110000-inspection/pc1_8ihGgD4v0_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20230427,石景山,老山,101118295144,老山东里两居室1999年建成3层南北通透必看好房,430万,58568元/平,中楼层 (共6层) | 1999年建 | 2室1厅 | 73.42平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_X6f221bp3.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20230427,石景山,老山,101118271997,老山西里 小三居 南北通透 精装修房主自荐,329万,52776元/平,高楼层 (共6层) | 1982年建 | 3室1厅 | 62.34平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_SM4jVv3PJ.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20230427,石景山,老山,101118229864,老山西里精装三居室一天没住过中间层近地铁必看好房,364万,58390元/平,中楼层 (共6层) | 1982年建 | 3室1厅 | 62.34平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_2jiXAVqC7.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20230427,石景山,老山,101118043604,满五年唯一商品房 精装修 钢混结构 采光好 无遮挡,300万,51309元/平,低楼层 (共16层) | 1985年建 | 2室1厅 | 58.47平米 | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_2J0qi81bJ.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20230427,石景山,老山,101117962831,老山东里 精装 电梯房 高楼层 采光好,350万,56144元/平,高楼层 (共16层) | 1985年建 | 2室1厅 | 62.34平米 | 南,https://ke-image.ljcdn.com/110000-inspection/6416dc7f-450b-424a-a2a3-56f291e1d7bf_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20230427,石景山,老山,101117934000,老山东里 钢混小两居 南北通透 带电梯必看好房,258万,51344元/平,高楼层 (共6层) | 1983年建 | 2室1厅 | 50.25平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_YTOmqgl6L.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20230427,石景山,老山,101117837538,老山西里 钢混结构 带电梯 满五年,333万,55224元/平,高楼层 (共16层) | 1983年建 | 2室1厅 | 60.3平米 | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_tAF651ygz.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20230427,石景山,老山,101117614325,老山西里 1998年建成 南北落地窗  精装修两居室必看好房,436万,59353元/平,中楼层 (共6层) | 1999年建 | 2室1厅 | 73.46平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_tYnT4yBwO.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20230427,石景山,老山,101117261455,老山东里 钢混小三居 精装修 南北通透,342万,55520元/平,中楼层 (共6层) | 1983年建 | 3室1厅 | 61.6平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_ueqUBFbU0.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20230427,石景山,老山,101116464829,钢混三居室可用公积金地铁709米诚意出售必看好房,335万,54384元/平,低楼层 (共6层) | 1982年建 | 3室1厅 | 61.6平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_qDfSlh5VH.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20230427,石景山,老山,101116145653,老山西里三居室    南北通透,310万,49728元/平,高楼层 (共6层) | 1982年建 | 3室1厅 | 62.34平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_pz8YhGcus.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20230427,石景山,老山,101118901252,老山西里 2室1厅 南 北必看好房,246万,49438元/平,中楼层 (共6层) | 1982年建 | 2室1厅 | 49.76平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_UGGDKRnSS.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20230427,石景山,老山,101118821983,老山西里 2室1厅 东 南,329万,52248元/平,中楼层 (共16层) | 1983年建 | 2室1厅 | 62.97平米 | 东 南,https://ke-image.ljcdn.com/110000-inspection/pc1_HspJY5vvd.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20230427,石景山,老山,101118481950,老山西里南北两居室干部楼坡顶业主诚心出售必看好房,240万,45046元/平,顶层 (共6层) | 1982年建 | 2室1厅 | 53.28平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/769e6932-0be4-4572-a53b-09ae5d235a17_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
