date,city_ch,district,area,xiaoqu,price,sale,type
20240821,北京,丰台,角门,角门甲8号院,46035元,6套在售二手房,丰台角门/塔楼/1995-1998年
20240821,北京,丰台,角门,角门东里,47957元,67套在售二手房,丰台角门/塔楼/板楼/1980-2000年
20240821,北京,丰台,角门,马家堡甲120号院,46156元,9套在售二手房,丰台角门/塔楼/板楼/1980-1991年
20240821,北京,丰台,角门,角门甲4号院,46488元,10套在售二手房,丰台角门/板楼/1984-2005年
20240821,北京,丰台,角门,大红门35号院,49310元,36套在售二手房,丰台角门/板楼/1996-2012年
20240821,北京,丰台,角门,角门12号院,47456元,6套在售二手房,丰台角门/板楼/塔板结合/1999-2001年
20240821,北京,丰台,角门,角门2号院,50847元,3套在售二手房,丰台角门/板楼/1995-1998年
20240821,北京,丰台,角门,京华苑,53031元,4套在售二手房,丰台角门/塔楼/2000-2001年
20240821,北京,丰台,角门,马家堡67号院,48943元,11套在售二手房,丰台角门/塔楼/板楼/平房/1994-1998年
20240821,北京,丰台,角门,康缘居,49165元,4套在售二手房,丰台角门/板楼/2000-2001年
20240821,北京,丰台,角门,枫南世嘉,57187元,10套在售二手房,丰台角门/板楼/塔板结合/2006-2007年
20240821,北京,丰台,角门,杏林园,53823元,6套在售二手房,丰台角门/塔楼/1998-2000年
20240821,北京,丰台,角门,和园居,62482元,4套在售二手房,丰台角门/板楼/塔板结合/2005-2006年
20240821,北京,丰台,角门,首座绿洲,59217元,16套在售二手房,丰台角门/塔楼/2003-2005年
20240821,北京,丰台,角门,怡然家园6号院,50376元,39套在售二手房,丰台角门/板楼/2004-2010年
20240821,北京,丰台,角门,阳光花园,75638元,52套在售二手房,丰台角门/塔楼/板楼/塔板结合/2009-2010年
20240821,北京,丰台,角门,马家堡路120号院,46187元,1套在售二手房,丰台角门/板楼/2003年
20240821,北京,丰台,角门,司达小区,45721元,36套在售二手房,丰台角门/塔楼/板楼/塔板结合/平房/1980-1998年
20240821,北京,丰台,角门,怡然家园5号院,54012元,14套在售二手房,丰台角门/板楼/2004年
20240821,北京,丰台,角门,马家堡路97号院,暂无数据,0套在售二手房,丰台角门/塔楼/塔板结合/1998年
20240821,北京,丰台,角门,正旗大厦,暂无数据,0套在售二手房,丰台角门/塔楼/2004年
