date,city_ch,district,area,xiaoqu,price,sale,type
20240821,北京,丰台,西红门,同福园,30065元,7套在售二手房,大兴西红门/板楼/1997-1998年
20240821,北京,丰台,西红门,同华园,33929元,5套在售二手房,大兴西红门/板楼/1998-2000年
20240821,北京,丰台,西红门,同庆园,37327元,3套在售二手房,大兴西红门/板楼/1998-1999年
20240821,北京,丰台,西红门,宏大北园,38246元,17套在售二手房,大兴西红门/板楼/塔板结合/2006-2008年
20240821,北京,丰台,西红门,宏大南园,38102元,15套在售二手房,大兴西红门/板楼/2006年
20240821,北京,丰台,西红门,宏福园,37587元,32套在售二手房,大兴西红门/塔楼/板楼/塔板结合/1995-1999年
20240821,北京,丰台,西红门,福星花园,40491元,8套在售二手房,大兴西红门/板楼/1998-2003年
20240821,北京,丰台,西红门,瑞海家园三区,38762元,31套在售二手房,大兴西红门/板楼/2004年
20240821,北京,丰台,西红门,瑞海家园一区,41413元,19套在售二手房,大兴西红门/板楼/2003-2004年
20240821,北京,丰台,西红门,世嘉博苑,54793元,28套在售二手房,大兴西红门/塔楼/板楼/塔板结合/2009年
20240821,北京,丰台,西红门,宏盛东区,41581元,21套在售二手房,大兴西红门/板楼/1999-2001年
20240821,北京,丰台,西红门,九龙山庄二区,33993元,17套在售二手房,大兴西红门/板楼/1995-1996年
20240821,北京,丰台,西红门,九龙山庄东区,37906元,7套在售二手房,大兴西红门/板楼/1999-2003年
20240821,北京,丰台,西红门,九龙家园南区,38003元,5套在售二手房,大兴西红门/塔板结合/1999-2001年
20240821,北京,丰台,西红门,九龙山庄一区,37283元,4套在售二手房,大兴西红门/板楼/1995-1999年
20240821,北京,丰台,西红门,九龙家园东区,42692元,1套在售二手房,大兴西红门/板楼/2001年
20240821,北京,丰台,西红门,九龙山庄南区,40333元,1套在售二手房,大兴西红门/塔板结合/1996-1998年
20240821,北京,丰台,西红门,九龙山庄三区,36662元,12套在售二手房,大兴西红门/板楼/1996-1998年
20240821,北京,丰台,西红门,绿林苑,43242元,27套在售二手房,大兴西红门/板楼/2000-2002年
20240821,北京,丰台,西红门,西宏苑,35908元,30套在售二手房,丰台西红门/板楼/塔板结合/1994-2005年
20240821,北京,丰台,西红门,兴海家园星苑,44267元,30套在售二手房,大兴西红门/板楼/2004-2006年
20240821,北京,丰台,西红门,星光佳园,35735元,10套在售二手房,大兴西红门/塔楼/板楼/1997-2003年
20240821,北京,丰台,西红门,兴都苑,37288元,33套在售二手房,大兴西红门/塔楼/板楼/塔板结合/1995-2004年
20240821,北京,丰台,西红门,鸿坤林语墅,73198元,13套在售二手房,大兴西红门/板楼/2015-2017年
20240821,北京,丰台,西红门,西红门路8号院,32078元,2套在售二手房,大兴西红门/板楼/1982-1998年
20240821,北京,丰台,西红门,五爱屯东街64号院,33326元,3套在售二手房,丰台西红门/板楼/1986-1993年
20240821,北京,丰台,西红门,红华住宅区,32630元,3套在售二手房,大兴西红门/板楼/1983-1985年
20240821,北京,丰台,西红门,鸿坤理想城派郡20号院,51065元,5套在售二手房,大兴西红门/板楼/2009-2010年
20240821,北京,丰台,西红门,鸿坤理想城四期,37504元,7套在售二手房,大兴西红门/塔板结合/2002-2018年
20240821,北京,丰台,西红门,鸿坤理想城七期,38299元,13套在售二手房,大兴西红门/板楼/塔板结合/2010-2020年
20240821,北京,丰台,西红门,红华住宅区,32630元,3套在售二手房,大兴西红门/板楼/1983-1985年
20240821,北京,丰台,西红门,鸿坤林语墅,73198元,13套在售二手房,大兴西红门/板楼/2015-2017年
20240821,北京,丰台,西红门,西红门路8号院,32078元,2套在售二手房,大兴西红门/板楼/1982-1998年
20240821,北京,丰台,西红门,五爱屯东街64号院,33326元,3套在售二手房,丰台西红门/板楼/1986-1993年
20240821,北京,丰台,西红门,林枫家园,37126元,9套在售二手房,大兴西红门/板楼/2000-2003年
20240821,北京,丰台,西红门,金荣园,28792元,39套在售二手房,大兴西红门/塔楼/板楼/塔板结合/1994-2001年
20240821,北京,丰台,西红门,月桂庄园,47740元,24套在售二手房,大兴西红门/板楼/塔板结合/2002-2003年
20240821,北京,丰台,西红门,瑞海家园五区,39658元,41套在售二手房,大兴西红门/板楼/2004-2010年
20240821,北京,丰台,西红门,兴海家园月苑,44689元,38套在售二手房,大兴西红门/板楼/2004-2006年
20240821,北京,丰台,西红门,兴海家园日苑,43970元,37套在售二手房,大兴西红门/板楼/2004-2009年
20240821,北京,丰台,西红门,瑞海家园二区,39213元,40套在售二手房,大兴西红门/板楼/2003-2004年
20240821,北京,丰台,西红门,金华园,30733元,33套在售二手房,大兴西红门/板楼/1996-2001年
20240821,北京,丰台,西红门,鸿坤理想城曦望山,59121元,54套在售二手房,大兴西红门/板楼/2014年
20240821,北京,丰台,西红门,鸿坤理想城派郡18号院,47827元,11套在售二手房,大兴西红门/塔楼/板楼/塔板结合/2008-2009年
20240821,北京,丰台,西红门,鸿坤理想城六期,35161元,16套在售二手房,大兴西红门/板楼/塔板结合/2010-2019年
20240821,北京,丰台,西红门,九龙家园北区,40601元,10套在售二手房,大兴西红门/板楼/1999年
20240821,北京,丰台,西红门,宏大中园,38679元,11套在售二手房,大兴西红门/板楼/2006年
20240821,北京,丰台,西红门,同兴园,36153元,39套在售二手房,大兴西红门/塔楼/板楼/1994-1999年
20240821,北京,丰台,西红门,鸿坤理想城礼域府,55168元,125套在售二手房,大兴西红门/板楼/塔板结合/2010-2016年
20240821,北京,丰台,西红门,理想家园,37911元,74套在售二手房,大兴西红门/塔楼/板楼/2011-2013年
20240821,北京,丰台,西红门,鸿坤理想城大满贯,41331元,42套在售二手房,大兴西红门/塔楼/板楼/2010-2012年
20240821,北京,丰台,西红门,寿保庄工业区,暂无数据,0套在售二手房,大兴西红门/板楼/未知
