date,city_ch,district,area,xiaoqu,price,sale,type
20240821,北京,大兴,枣园,滨河坊,31187元,19套在售二手房,大兴枣园/板楼/塔板结合/2001-2005年
20240821,北京,大兴,枣园,滨河东里,32502元,15套在售二手房,大兴枣园/板楼/1988-1991年
20240821,北京,大兴,枣园,波普公社,暂无数据,20套在售二手房,大兴枣园/塔楼/塔板结合/2012-2013年
20240821,北京,大兴,枣园,首邑溪谷,57865元,110套在售二手房,大兴枣园/塔板结合/2000-2016年
20240821,北京,大兴,枣园,那尔水晶城,41293元,27套在售二手房,大兴枣园/板楼/2003-2007年
20240821,北京,大兴,枣园,马赛公馆,49507元,37套在售二手房,大兴枣园/板楼/2012年
20240821,北京,大兴,枣园,清源西里,38549元,64套在售二手房,大兴枣园/塔楼/板楼/塔板结合/1989-2019年
20240821,北京,大兴,枣园,清源东里,32366元,13套在售二手房,大兴枣园/板楼/塔板结合/1987-1998年
20240821,北京,大兴,枣园,丽园东里,38743元,19套在售二手房,大兴枣园/板楼/1999-2004年
20240821,北京,大兴,枣园,盛芳茗苑,44457元,5套在售二手房,大兴枣园/板楼/2007年
20240821,北京,大兴,枣园,圣和巷小区,33700元,1套在售二手房,大兴枣园/板楼/1995-1996年
20240821,北京,大兴,枣园,滨河西里北区,32279元,45套在售二手房,大兴枣园/板楼/1990-2001年
20240821,北京,大兴,枣园,康泰园,35861元,25套在售二手房,大兴枣园/板楼/2009-2013年
20240821,北京,大兴,枣园,先锋公寓,26341元,9套在售二手房,大兴枣园/塔楼/塔板结合/2003年
20240821,北京,大兴,枣园,康庄路52号院,32145元,28套在售二手房,大兴枣园/板楼/塔板结合/2010年
20240821,北京,大兴,枣园,兴盛街187号院,38437元,24套在售二手房,大兴枣园/板楼/2009-2012年
20240821,北京,大兴,枣园,枣园尚城北区,39580元,21套在售二手房,大兴枣园/板楼/2009-2012年
20240821,北京,大兴,枣园,枣园北里,34970元,33套在售二手房,大兴枣园/板楼/1994-2004年
