date,city_ch,district,area,xiaoqu,price,sale,type
20240821,北京,朝阳,惠新西街,惠新北里2号院,57235元,2套在售二手房,朝阳惠新西街/板楼/1983-1986年
20240821,北京,朝阳,惠新西街,惠新西街甲17号院,67087元,3套在售二手房,朝阳惠新西街/板楼/1988-1992年
20240821,北京,朝阳,惠新西街,惠新北里,76690元,7套在售二手房,朝阳惠新西街/塔楼/板楼/1993-1998年
20240821,北京,朝阳,惠新西街,惠新西街甲15号院,72719元,1套在售二手房,朝阳惠新西街/板楼/1986-1987年
20240821,北京,朝阳,惠新西街,惠新东街甲15号,87771元,3套在售二手房,朝阳惠新西街/塔楼/1986年
20240821,北京,朝阳,惠新西街,惠新西里一区,71902元,16套在售二手房,朝阳惠新西街/塔楼/板楼/1982-1989年
20240821,北京,朝阳,惠新西街,惠新南里2号院,64739元,1套在售二手房,朝阳惠新西街/塔楼/塔板结合/1989年
20240821,北京,朝阳,惠新西街,惠新北里1号院,66318元,5套在售二手房,朝阳惠新西街/板楼/1968-1986年
20240821,北京,朝阳,惠新西街,惠新南里1号院,77358元,4套在售二手房,朝阳惠新西街/板楼/1988年
20240821,北京,朝阳,惠新西街,安苑东里三区,70143元,9套在售二手房,朝阳惠新西街/板楼/1990-1995年
20240821,北京,朝阳,惠新西街,惠新东街5号院,78771元,5套在售二手房,朝阳惠新西街/板楼/1986-1988年
20240821,北京,朝阳,惠新西街,惠新西街小区,70713元,11套在售二手房,朝阳惠新西街/塔楼/1986-1993年
20240821,北京,朝阳,惠新西街,惠新西里二区,74347元,4套在售二手房,朝阳惠新西街/塔楼/1991年
20240821,北京,朝阳,惠新西街,惠新南里5号院,80382元,13套在售二手房,朝阳惠新西街/塔楼/板楼/1980-2002年
20240821,北京,朝阳,惠新西街,奥东18,94364元,4套在售二手房,朝阳惠新西街/塔楼/塔板结合/2006-2009年
20240821,北京,朝阳,惠新西街,樱花东街,61329元,6套在售二手房,朝阳惠新西街/塔楼/板楼/1987-1993年
20240821,北京,朝阳,惠新西街,樱花园,76592元,58套在售二手房,朝阳惠新西街/塔楼/板楼/1984-2008年
20240821,北京,朝阳,惠新西街,城市出品,85087元,18套在售二手房,朝阳惠新西街/板楼/塔板结合/2005年
20240821,北京,朝阳,惠新西街,惠中园,70207元,9套在售二手房,朝阳惠新西街/塔楼/板楼/1988-2000年
20240821,北京,朝阳,惠新西街,胜古家园,78267元,9套在售二手房,朝阳惠新西街/塔楼/板楼/1999-2001年
20240821,北京,朝阳,惠新西街,世纪嘉园,75867元,15套在售二手房,朝阳惠新西街/塔楼/板楼/2000年
20240821,北京,朝阳,惠新西街,胜古中路2号院,79089元,2套在售二手房,朝阳惠新西街/板楼/1980-1989年
20240821,北京,朝阳,惠新西街,中直5号院,90114元,3套在售二手房,朝阳惠新西街/塔楼/1996年
20240821,北京,朝阳,惠新西街,惠安轩,59546元,5套在售二手房,朝阳惠新西街/塔板结合/2000-2001年
20240821,北京,朝阳,惠新西街,小关北里24号院,72484元,13套在售二手房,朝阳惠新西街/塔楼/板楼/1987-1991年
20240821,北京,朝阳,惠新西街,小关东里,71391元,2套在售二手房,朝阳惠新西街/塔楼/1989年
20240821,北京,朝阳,惠新西街,小关东里8号院,74644元,6套在售二手房,朝阳惠新西街/板楼/1980-1995年
20240821,北京,朝阳,惠新西街,北四环东路104号,60718元,4套在售二手房,朝阳惠新西街/板楼/1990年
20240821,北京,朝阳,惠新西街,金帝花园,85291元,4套在售二手房,朝阳惠新西街/板楼/1997-1999年
20240821,北京,朝阳,惠新西街,蓝珏苑,82168元,1套在售二手房,朝阳惠新西街/塔板结合/2003年
20240821,北京,朝阳,惠新西街,罗马花园,65189元,12套在售二手房,朝阳惠新西街/塔楼/1995-1998年
20240821,北京,朝阳,惠新西街,小关东街17号院,74335元,1套在售二手房,朝阳惠新西街/板楼/1975-1987年
20240821,北京,朝阳,惠新西街,惠新西街33号院,81299元,17套在售二手房,朝阳惠新西街/塔楼/板楼/1984-2000年
20240821,北京,朝阳,惠新西街,北京书院,122509元,7套在售二手房,朝阳惠新西街/塔楼/2020-2021年
20240821,北京,朝阳,惠新西街,安苑东里一区,65683元,16套在售二手房,朝阳惠新西街/板楼/1985-2004年
20240821,北京,朝阳,惠新西街,千鹤家园,69728元,43套在售二手房,朝阳惠新西街/塔楼/2001-2005年
20240821,北京,朝阳,惠新西街,惠新苑,76945元,14套在售二手房,朝阳惠新西街/塔楼/板楼/塔板结合/1999-2002年
20240821,北京,朝阳,惠新西街,惠新里小区,74136元,97套在售二手房,朝阳惠新西街/塔楼/板楼/塔板结合/平房/1956-2004年
20240821,北京,朝阳,惠新西街,胜古南里,70520元,41套在售二手房,朝阳惠新西街/塔楼/板楼/塔板结合/1960-1996年
20240821,北京,朝阳,惠新西街,胜古东里,70339元,7套在售二手房,朝阳惠新西街/板楼/1976-1996年
20240821,北京,朝阳,惠新西街,胜古北里 ,71931元,32套在售二手房,朝阳惠新西街/板楼/1980-1997年
20240821,北京,朝阳,惠新西街,小关东里10号院,74633元,18套在售二手房,朝阳惠新西街/塔楼/板楼/1978-1998年
20240821,北京,朝阳,惠新西街,小关北里,70823元,58套在售二手房,朝阳惠新西街/塔楼/板楼/塔板结合/1974-1999年
20240821,北京,朝阳,惠新西街,小关东街,71347元,11套在售二手房,朝阳惠新西街/塔楼/板楼/塔板结合/1980-2004年
20240821,北京,朝阳,惠新西街,冶金设备研究院,暂无数据,0套在售二手房,朝阳惠新西街/板楼/1985年
20240821,北京,朝阳,惠新西街,胜古馨园,118629元,0套在售二手房,朝阳惠新西街/板楼/2004-2007年
20240821,北京,朝阳,惠新西街,世纪兴源大厦,暂无数据,0套在售二手房,朝阳惠新西街/塔板结合/2004年
20240821,北京,朝阳,惠新西街,紫光发展大厦,暂无数据,0套在售二手房,朝阳惠新西街/塔楼/2005年
20240821,北京,朝阳,惠新西街,渔阳大厦,暂无数据,0套在售二手房,朝阳惠新西街/板楼/2009年
20240821,北京,朝阳,惠新西街,天建大厦,暂无数据,0套在售二手房,朝阳惠新西街/塔楼/未知
