date,city_ch,district,area,xiaoqu,price,sale,type
20240821,北京,朝阳,酒仙桥,和乔丽晶一期,62182元,6套在售二手房,朝阳酒仙桥/塔板结合/2000-2003年
20240821,北京,朝阳,酒仙桥,和乔丽晶二期,69637元,6套在售二手房,朝阳酒仙桥/塔楼/2003年
20240821,北京,朝阳,酒仙桥,海润国际,72054元,23套在售二手房,朝阳酒仙桥/板楼/塔板结合/2002-2003年
20240821,北京,朝阳,酒仙桥,南十里居10号院,51950元,4套在售二手房,朝阳酒仙桥/板楼/平房/1980-1995年
20240821,北京,朝阳,酒仙桥,阳光上东滨河花园,91621元,8套在售二手房,朝阳酒仙桥/板楼/2005-2009年
20240821,北京,朝阳,酒仙桥,晶都国际,54752元,25套在售二手房,朝阳酒仙桥/塔楼/塔板结合/2005-2006年
20240821,北京,朝阳,酒仙桥,将府家园,49616元,29套在售二手房,朝阳酒仙桥/塔楼/板楼/2004-2008年
20240821,北京,朝阳,酒仙桥,燕莎后,68561元,10套在售二手房,朝阳酒仙桥/塔楼/板楼/塔板结合/2004-2007年
20240821,北京,朝阳,酒仙桥,上东8号,71395元,16套在售二手房,朝阳酒仙桥/塔楼/板楼/2012-2013年
20240821,北京,朝阳,酒仙桥,芳园南里,52156元,14套在售二手房,朝阳酒仙桥/板楼/平房/1981-1992年
20240821,北京,朝阳,酒仙桥,风景线,57942元,15套在售二手房,朝阳酒仙桥/塔楼/2000-2001年
20240821,北京,朝阳,酒仙桥,高家园二区,50168元,10套在售二手房,朝阳酒仙桥/塔楼/板楼/1985-1989年
20240821,北京,朝阳,酒仙桥,高家园三区,53188元,20套在售二手房,朝阳酒仙桥/塔楼/板楼/平房/1982-1988年
20240821,北京,朝阳,酒仙桥,高家园五区,50650元,10套在售二手房,朝阳酒仙桥/板楼/1987-1994年
20240821,北京,朝阳,酒仙桥,新华联丽港,暂无数据,11套在售二手房,朝阳酒仙桥/塔楼/板楼/2008年
20240821,北京,朝阳,酒仙桥,壹亮马,92126元,12套在售二手房,朝阳酒仙桥/板楼/2021-2022年
20240821,北京,朝阳,酒仙桥,上东公园里,62190元,3套在售二手房,朝阳酒仙桥/塔楼/2008年
20240821,北京,朝阳,酒仙桥,酒仙桥路11号,42576元,5套在售二手房,朝阳酒仙桥/板楼/1993年
20240821,北京,朝阳,酒仙桥,酒仙桥十街坊,62567元,6套在售二手房,朝阳酒仙桥/板楼/1959-1991年
20240821,北京,朝阳,酒仙桥,酒仙桥一街坊,48740元,5套在售二手房,朝阳酒仙桥/板楼/1957-1998年
20240821,北京,朝阳,酒仙桥,酒仙桥三街坊,52032元,4套在售二手房,朝阳酒仙桥/板楼/1974-2000年
20240821,北京,朝阳,酒仙桥,卡布其诺,69549元,11套在售二手房,朝阳酒仙桥/板楼/2004-2006年
20240821,北京,朝阳,酒仙桥,将台路,47434元,1套在售二手房,朝阳酒仙桥/板楼/平房/1980-1995年
20240821,北京,朝阳,酒仙桥,酒仙桥八街坊,50454元,1套在售二手房,朝阳酒仙桥/板楼/1990-1998年
20240821,北京,朝阳,酒仙桥,酒仙桥二街坊,42531元,2套在售二手房,朝阳酒仙桥/板楼/平房/1976-1999年
20240821,北京,朝阳,酒仙桥,大山子南里,51457元,22套在售二手房,朝阳酒仙桥/板楼/1956-2001年
20240821,北京,朝阳,酒仙桥,电子城小区,47194元,33套在售二手房,朝阳酒仙桥/塔楼/板楼/2001-2004年
20240821,北京,朝阳,酒仙桥,丽都东镇,79029元,8套在售二手房,朝阳酒仙桥/板楼/平房/2006-2010年
20240821,北京,朝阳,酒仙桥,丽都职工公寓,58741元,14套在售二手房,朝阳酒仙桥/塔楼/1988-1991年
20240821,北京,朝阳,酒仙桥,丽都水岸B5区,91050元,5套在售二手房,朝阳酒仙桥/板楼/2007-2008年
20240821,北京,朝阳,酒仙桥,亮马嘉园,57707元,5套在售二手房,朝阳酒仙桥/塔板结合/2003-2004年
20240821,北京,朝阳,酒仙桥,丽都东镇滨河1号,暂无数据,4套在售二手房,朝阳酒仙桥/塔楼/板楼/2010年
20240821,北京,朝阳,酒仙桥,丽都东方国际公寓,57380元,2套在售二手房,朝阳酒仙桥/塔楼/1999-2000年
20240821,北京,朝阳,酒仙桥,丽都壹号,89260元,68套在售二手房,朝阳酒仙桥/塔楼/板楼/塔板结合/2011-2017年
20240821,北京,朝阳,酒仙桥,丽都悦府,80672元,9套在售二手房,朝阳酒仙桥/塔楼/塔板结合/2001-2022年
20240821,北京,朝阳,酒仙桥,南十里居干部院,53150元,1套在售二手房,朝阳酒仙桥/板楼/1999年
20240821,北京,朝阳,酒仙桥,梵谷水郡,53220元,54套在售二手房,朝阳酒仙桥/塔楼/板楼/塔板结合/平房/2005-2009年
20240821,北京,朝阳,酒仙桥,飘HOME,62617元,39套在售二手房,朝阳酒仙桥/塔楼/2004年
20240821,北京,朝阳,酒仙桥,丽都水岸,89959元,13套在售二手房,朝阳酒仙桥/板楼/2005-2012年
20240821,北京,朝阳,酒仙桥,高家园四区,51087元,16套在售二手房,朝阳酒仙桥/塔楼/板楼/1981-1987年
20240821,北京,朝阳,酒仙桥,高家园一区,51247元,13套在售二手房,朝阳酒仙桥/塔楼/板楼/塔板结合/1982-1987年
20240821,北京,朝阳,酒仙桥,星城国际,暂无数据,10套在售二手房,朝阳酒仙桥/塔楼/2002年
20240821,北京,朝阳,酒仙桥,阳光上东,86656元,62套在售二手房,朝阳酒仙桥/塔楼/板楼/塔板结合/2004-2014年
20240821,北京,朝阳,酒仙桥,驼房营南里,47940元,39套在售二手房,朝阳酒仙桥/塔楼/板楼/1981-2008年
20240821,北京,朝阳,酒仙桥,银河湾,94004元,28套在售二手房,朝阳酒仙桥/板楼/2010-2015年
20240821,北京,朝阳,酒仙桥,芳园里,52630元,55套在售二手房,朝阳酒仙桥/塔楼/板楼/平房/1964-1999年
20240821,北京,朝阳,酒仙桥,芳园南里西区,55556元,21套在售二手房,朝阳酒仙桥/板楼/1995-1997年
20240821,北京,朝阳,酒仙桥,上东10号,暂无数据,0套在售二手房,朝阳酒仙桥/板楼/2010年
20240821,北京,朝阳,酒仙桥,芳园南里3号院,暂无数据,0套在售二手房,朝阳酒仙桥/塔板结合/2000-2013年
20240821,北京,朝阳,酒仙桥,酒仙桥中路3号院,暂无数据,0套在售二手房,朝阳酒仙桥/板楼/1981-1993年
20240821,北京,朝阳,酒仙桥,酒仙桥六街坊,暂无数据,0套在售二手房,朝阳酒仙桥/板楼/1979-2001年
20240821,北京,朝阳,酒仙桥,酒仙桥南路4号院,43691元,0套在售二手房,朝阳酒仙桥/板楼/2003年
20240821,北京,朝阳,酒仙桥,酒仙桥七街坊,暂无数据,0套在售二手房,朝阳酒仙桥/板楼/1955-1989年
20240821,北京,朝阳,酒仙桥,酒仙桥五街坊,51216元,0套在售二手房,朝阳酒仙桥/板楼/1988年
20240821,北京,朝阳,酒仙桥,酒仙桥四街坊,64000元,0套在售二手房,朝阳酒仙桥/板楼/1980-1991年
20240821,北京,朝阳,酒仙桥,嘉林花园,165079元,1套在售二手房,朝阳酒仙桥/板楼/1995-2005年
20240821,北京,朝阳,酒仙桥,酒仙桥村,53411元,0套在售二手房,朝阳酒仙桥/板楼/1992-2007年
