date,city_ch,district,area,xiaoqu,price,sale,type
20240821,北京,丰台,洋桥,南三环中路71号院,52560元,16套在售二手房,丰台洋桥/塔楼/板楼/1984-2003年
20240821,北京,丰台,洋桥,马家堡甲116号院,53510元,2套在售二手房,丰台洋桥/塔楼/1998年
20240821,北京,丰台,洋桥,马家堡路27号院,53864元,3套在售二手房,丰台洋桥/塔楼/板楼/1986-1993年
20240821,北京,丰台,洋桥,马家堡路33号院,48240元,13套在售二手房,丰台洋桥/板楼/1980-1993年
20240821,北京,丰台,洋桥,马家堡东里,51029元,3套在售二手房,丰台洋桥/塔楼/板楼/1986-1992年
20240821,北京,丰台,洋桥,马家堡路80号院,52277元,2套在售二手房,丰台洋桥/板楼/1980-1992年
20240821,北京,丰台,洋桥,马家堡路25号,51400元,0套在售二手房,丰台洋桥/板楼/1990-1992年
20240821,北京,丰台,洋桥,马家堡东路29号院,50285元,9套在售二手房,丰台洋桥/塔楼/板楼/1986-1999年
20240821,北京,丰台,洋桥,马家堡路23号院,50439元,1套在售二手房,丰台洋桥/塔楼/1990-1994年
20240821,北京,丰台,洋桥,马家堡39号院,49263元,3套在售二手房,丰台洋桥/板楼/1985-1996年
20240821,北京,丰台,洋桥,政洋家园,51358元,12套在售二手房,丰台洋桥/塔楼/板楼/2000-2001年
20240821,北京,丰台,洋桥,海户西里31号院,45595元,6套在售二手房,丰台洋桥/板楼/1988-2001年
20240821,北京,丰台,洋桥,海户西里33号院,43722元,1套在售二手房,丰台洋桥/塔楼/1997-1998年
20240821,北京,丰台,洋桥,海户西里34号院,49895元,5套在售二手房,丰台洋桥/塔楼/1998-2000年
20240821,北京,丰台,洋桥,海户西里32号院,57531元,3套在售二手房,丰台洋桥/塔楼/板楼/1996-1998年
20240821,北京,丰台,洋桥,四路通17号院,48405元,1套在售二手房,丰台洋桥/板楼/1991-1997年
20240821,北京,丰台,洋桥,洋桥西里,51873元,28套在售二手房,丰台洋桥/塔楼/板楼/塔板结合/1980-2011年
20240821,北京,丰台,洋桥,洋桥73号院,56470元,3套在售二手房,丰台洋桥/板楼/2004-2007年
20240821,北京,丰台,洋桥,洋桥北里,53437元,34套在售二手房,丰台洋桥/塔楼/板楼/塔板结合/1985-2008年
20240821,北京,丰台,洋桥,洋桥71号院,50629元,11套在售二手房,丰台洋桥/塔楼/1995-2000年
20240821,北京,丰台,洋桥,洋桥东里,49923元,15套在售二手房,丰台洋桥/塔楼/板楼/塔板结合/1991-1997年
20240821,北京,丰台,洋桥,洋桥72号院,45668元,1套在售二手房,丰台洋桥/板楼/1991-1995年
20240821,北京,丰台,洋桥,角门11号院,55756元,9套在售二手房,丰台洋桥/塔楼/1988-2000年
20240821,北京,丰台,洋桥,海户西里,50270元,37套在售二手房,丰台洋桥/塔楼/板楼/塔板结合/1980-2005年
20240821,北京,丰台,洋桥,东丽温泉,55020元,23套在售二手房,丰台洋桥/塔楼/1990-2006年
20240821,北京,丰台,洋桥,花椒树社区,56456元,2套在售二手房,丰台洋桥/塔楼/板楼/1988-1998年
20240821,北京,丰台,洋桥,马家堡路8号院,42698元,0套在售二手房,丰台洋桥/板楼/1992-1994年
20240821,北京,丰台,洋桥,马家堡路68号院,52952元,0套在售二手房,丰台洋桥/板楼/1989-1995年
20240821,北京,丰台,洋桥,马家堡甲55号院,49679元,0套在售二手房,丰台洋桥/塔楼/板楼/1986-1998年
20240821,北京,丰台,洋桥,马家堡东路86号院,暂无数据,0套在售二手房,丰台洋桥/塔楼/1997年
20240821,北京,丰台,洋桥,洋桥,51394元,0套在售二手房,丰台洋桥/塔楼/板楼/1980-1990年
20240821,北京,丰台,洋桥,四路通68号院,暂无数据,0套在售二手房,丰台洋桥/板楼/未知
20240821,北京,丰台,洋桥,天路蓝图,暂无数据,0套在售二手房,丰台洋桥/塔楼/2007年
20240821,北京,丰台,洋桥,马家堡路90号院,暂无数据,0套在售二手房,丰台洋桥/未知类型/未知
20240821,北京,丰台,洋桥,四路通1号,暂无数据,1套在售二手房,丰台洋桥/塔板结合/1979-1985年
